,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
866,INTELLECT,Intellect Design Arena Limited,EQ,18-DEC-2014,5,1,INE306R01017,5
867,INTENTECH,Intense Technologies Limited,EQ,23-MAR-2017,2,1,INE781A01025,2
868,INTERARCH,Interarch Building Products Limited,EQ,26-AUG-2024,10,1,INE00M901018,10
869,INTLCONV,International Conveyors Limited,EQ,16-SEP-2021,1,1,INE575C01027,1
870,INVENTURE,Inventure Growth & Securities Limited,EQ,04-AUG-2011,1,1,INE878H01024,1
871,IOB,Indian Overseas Bank,EQ,07-DEC-2000,10,1,INE565A01014,10
872,IOC,Indian Oil Corporation Limited,EQ,24-JUL-1996,10,1,INE242A01010,10
873,IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,08-NOV-2010,2,1,INE485C01029,2
874,IONEXCHANG,ION Exchange (India) Limited,EQ,22-FEB-2022,1,1,INE570A01022,1
875,IPCALAB,IPCA Laboratories Limited,EQ,08-FEB-1995,1,1,INE571A01038,1
876,IPL,India Pesticides Limited,EQ,05-JUL-2021,1,1,INE0D6701023,1
877,IRB,IRB Infrastructure Developers Limited,EQ,25-FEB-2008,1,1,INE821I01022,1
878,IRCON,Ircon International Limited,EQ,28-SEP-2018,2,1,INE962Y01021,2
879,IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,14-OCT-2019,2,1,INE335Y01020,2
880,IREDA,Indian Renewable Energy Development Agency Limited,EQ,29-NOV-2023,10,1,INE202E01016,10
881,IRFC,Indian Railway Finance Corporation Limited,EQ,29-JAN-2021,10,1,INE053F01010,10
882,IRIS,Iris Business Services Limited,BE,08-NOV-2021,10,1,INE864K01010,10
883,IRISDOREME,Iris Clothings Limited,EQ,22-FEB-2021,2,1,INE01GN01025,2
884,IRMENERGY,IRM Energy Limited,EQ,26-OCT-2023,10,1,INE07U701015,10
885,ISEC,ICICI Securities Limited,EQ,04-APR-2018,5,1,INE763G01038,5
886,ISFT,Intrasoft Technologies Limited,EQ,12-APR-2010,10,1,INE566K01011,10
887,ISGEC,Isgec Heavy Engineering Limited,EQ,05-MAY-2021,1,1,INE858B01029,1
888,ISHANCH,Ishan Dyes and Chemicals Limited,EQ,24-MAR-2025,10,1,INE561M01018,10
889,ITC,ITC Limited,EQ,23-AUG-1995,1,1,INE154A01025,1
890,ITCHOTELS,ITC Hotels Limited,EQ,29-JAN-2025,1,1,INE379A01028,1
891,ITDC,India Tourism Development Corporation Limited,EQ,30-DEC-2016,10,1,INE353K01014,10
892,ITDCEM,ITD Cementation India Limited,EQ,10-FEB-1999,1,1,INE686A01026,1
893,ITI,ITI Limited,BE,15-SEP-2003,10,1,INE248A01017,10
894,IVC,IL&FS Investment Managers Limited,EQ,15-SEP-1999,2,1,INE050B01023,2
895,IVP,IVP Limited,EQ,13-SEP-1995,10,1,INE043C01018,10
896,IWEL,Inox Wind Energy Limited,EQ,11-JUN-2021,10,1,INE0FLR01028,10
897,IXIGO,Le Travenues Technology Limited,EQ,18-JUN-2024,1,1,INE0HV901016,1
898,IZMO,IZMO Limited,BE,05-FEB-2007,10,1,INE848A01014,10
899,J&KBANK,The Jammu & Kashmir Bank Limited,EQ,22-JUL-1998,1,1,INE168A01041,1
900,JAGRAN,Jagran Prakashan Limited,EQ,22-FEB-2006,2,1,INE199G01027,2
901,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,01-MAR-2000,2,1,INE048B01035,2
902,JAIBALAJI,Jai Balaji Industries Limited,EQ,09-DEC-2003,2,1,INE091G01026,2
903,JAICORPLTD,Jai Corp Limited,EQ,26-NOV-1997,1,1,INE070D01027,1
904,JAIPURKURT,Nandani Creation Limited,EQ,02-SEP-2021,10,1,INE696V01013,10
905,JAMNAAUTO,Jamna Auto Industries Limited,EQ,10-DEC-2010,1,1,INE039C01032,1
906,JASH,Jash Engineering Limited,EQ,30-OCT-2019,2,1,INE039O01029,2
907,JAYAGROGN,Jayant Agro Organics Limited,EQ,17-APR-1996,5,1,INE785A01026,5
908,JAYBARMARU,Jay Bharat Maruti Limited,EQ,03-JAN-1996,2,1,INE571B01036,2
909,JAYNECOIND,Jayaswal Neco Industries Limited,EQ,10-MAY-1995,10,1,INE854B01010,10
910,JAYSREETEA,Jayshree Tea & Industries Limited,EQ,15-FEB-1995,5,1,INE364A01020,5
911,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,29-APR-2003,1,1,INE572A01036,1
912,JBMA,JBM Auto Limited,EQ,17-DEC-2004,1,1,INE927D01051,1
913,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,03-JAN-2000,10,1,INE782A01015,10
914,JETFREIGHT,Jet Freight Logistics Limited,BE,21-DEC-2021,5,1,INE982V01025,5
915,JGCHEM,J.G.Chemicals Limited,EQ,13-MAR-2024,10,1,INE0MB501011,10
916,JHS,JHS Svendgaard Laboratories Limited,BE,21-OCT-2006,10,1,INE544H01014,10
917,JINDALPHOT,Jindal Photo Limited,EQ,07-APR-2005,10,1,INE796G01012,10
918,JINDALPOLY,Jindal Poly Films Limited,EQ,21-JAN-2002,10,1,INE197D01010,10
919,JINDALSAW,Jindal Saw Limited,EQ,29-APR-2003,1,1,INE324A01032,1
920,JINDALSTEL,Jindal Steel & Power Limited,EQ,29-DEC-1999,1,1,INE749A01030,1
921,JINDRILL,Jindal Drilling And Industries Limited,EQ,22-DEC-2006,5,1,INE742C01031,5
922,JINDWORLD,Jindal Worldwide Limited,EQ,25-NOV-2010,1,1,INE247D01039,1
923,JIOFIN,Jio Financial Services Limited,EQ,21-AUG-2023,10,1,INE758E01017,10
924,JISLDVREQS,Jain Irrigation Systems Limited,EQ,30-NOV-2011,2,1,IN9175A01010,2
925,JISLJALEQS,Jain Irrigation Systems Limited,EQ,13-AUG-2001,2,1,INE175A01038,2
926,JITFINFRA,JITF Infralogistics Limited,BE,27-FEB-2017,2,1,INE863T01013,2
927,JKCEMENT,JK Cement Limited,EQ,14-MAR-2006,10,1,INE823G01014,10
928,JKIL,J.Kumar Infraprojects Limited,EQ,12-FEB-2008,5,1,INE576I01022,5
929,JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-JUN-2006,5,1,INE786A01032,5
930,JKPAPER,JK Paper Limited,EQ,16-JUN-2005,10,1,INE789E01012,10
931,JKTYRE,JK Tyre & Industries Limited,EQ,19-MAR-2007,2,1,INE573A01042,2
932,JLHL,Jupiter Life Line Hospitals Limited,EQ,18-SEP-2023,10,1,INE682M01012,10
933,JMA,Jullundur Motor Agency (Delhi) Limited,EQ,16-MAR-2015,2,1,INE412C01023,2
934,JMFINANCIL,JM Financial Limited,EQ,10-OCT-2006,1,1,INE780C01023,1
935,JNKINDIA,JNK India Limited,EQ,30-APR-2024,2,1,INE0OAF01028,2
936,JOCIL,Jocil Limited,EQ,08-OCT-2008,10,1,INE839G01010,10
937,JPASSOCIAT,Jaiprakash Associates Limited,BE,14-JUN-2004,2,1,INE455F01025,2
938,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,EQ,11-NOV-2013,10,1,INE147P01019,10
939,JPPOWER,Jaiprakash Power Ventures Limited,EQ,18-APR-2005,10,1,INE351F01018,10
940,JSFB,Jana Small Finance Bank Limited,EQ,14-FEB-2024,10,1,INE953L01027,10
941,JSL,Jindal Stainless Limited,EQ,17-NOV-2003,2,1,INE220G01021,2
942,JSWENERGY,JSW Energy Limited,EQ,04-JAN-2010,10,1,INE121E01018,10
943,JSWHL,JSW Holdings Limited,EQ,21-JUN-2005,10,1,INE824G01012,10
944,JSWINFRA,JSW Infrastructure Limited,EQ,03-OCT-2023,2,1,INE880J01026,2
945,JSWSTEEL,JSW Steel Limited,EQ,23-MAR-2005,1,1,INE019A01038,1
946,JTEKTINDIA,Jtekt India Limited,EQ,12-JAN-2004,1,1,INE643A01035,1
947,JTLIND,JTL INDUSTRIES LIMITED,EQ,12-JUN-2023,1,1,INE391J01032,1
948,JUBLCPL,Jubilant Agri and Consumer Products Limited,EQ,14-FEB-2025,10,1,INE03CC01015,10
949,JUBLFOOD,Jubilant Foodworks Limited,EQ,08-FEB-2010,2,1,INE797F01020,2
950,JUBLINGREA,Jubilant Ingrevia Limited,EQ,19-MAR-2021,1,1,INE0BY001018,1
951,JUBLPHARMA,Jubilant Pharmova Limited,EQ,16-JUN-2003,1,1,INE700A01033,1
952,JUNIPER,Juniper Hotels Limited,EQ,28-FEB-2024,10,1,INE696F01016,10
953,JUSTDIAL,Just Dial Limited,EQ,05-JUN-2013,10,1,INE599M01018,10
954,JWL,Jupiter Wagons Limited,EQ,18-OCT-2010,10,1,INE209L01016,10
955,JYOTHYLAB,Jyothy Labs Limited,EQ,19-DEC-2007,1,1,INE668F01031,1
956,JYOTICNC,Jyoti CNC Automation Limited,EQ,16-JAN-2024,2,1,INE980O01024,2
957,JYOTISTRUC,Jyoti Structures Limited,EQ,19-JUL-1995,2,1,INE197A01024,2
958,KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,06-SEP-1995,5,1,INE900B01029,5
959,KAJARIACER,Kajaria Ceramics Limited,EQ,01-JUN-2004,1,1,INE217B01036,1
960,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,EQ,13-DEC-1995,10,1,INE437B01014,10
961,KALAMANDIR,Sai Silks (Kalamandir) Limited,EQ,27-SEP-2023,2,1,INE438K01021,2
962,KALYANI,Kalyani Commercials Limited,BE,13-FEB-2017,10,1,INE610E01010,10
963,KALYANIFRG,Kalyani Forge Limited,BE,20-DEC-2007,10,1,INE314G01014,10
964,KALYANKJIL,Kalyan Jewellers India Limited,EQ,26-MAR-2021,10,1,INE303R01014,10
965,KAMATHOTEL,Kamat Hotels (I) Limited,EQ,29-MAY-1996,10,1,INE967C01018,10
966,KAMDHENU,Kamdhenu Limited,EQ,09-MAY-2006,1,1,INE390H01020,1
967,KAMOPAINTS,Kamdhenu Ventures Limited,BE,24-JAN-2023,1,1,INE0BTI01037,1
968,KANANIIND,Kanani Industries Limited,EQ,14-DEC-2011,1,1,INE879E01037,1
969,KANORICHEM,Kanoria Chemicals & Industries Limited,EQ,08-FEB-1995,5,1,INE138C01024,5
970,KANPRPLA,Kanpur Plastipack Limited,EQ,01-JAN-2021,10,1,INE694E01014,10
971,KANSAINER,Kansai Nerolac Paints Limited,EQ,15-SEP-2003,1,1,INE531A01024,1
972,KAPSTON,Kapston Services Limited,EQ,27-MAY-2020,5,1,INE542Z01028,5
973,KARMAENG,Karma Energy Limited,EQ,28-JUN-2011,10,1,INE725L01011,10
974,KARURVYSYA,Karur Vysya Bank Limited,EQ,26-JUL-2000,2,1,INE036D01028,2
975,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,14-DEC-2007,1000,1,INE234I01028,1000
976,KAVVERITEL,Kavveri Telecom Products Limited,BE,29-JAN-2008,10,1,INE641C01019,10
977,KAYA,Kaya Limited,EQ,14-AUG-2015,10,1,INE587G01015,10
978,KAYNES,Kaynes Technology India Limited,EQ,22-NOV-2022,10,1,INE918Z01012,10
979,KBCGLOBAL,KBC Global Limited,BE,02-APR-2018,1,1,INE278R01034,1
980,KCP,KCP Limited,EQ,09-APR-1997,1,1,INE805C01028,1
981,KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,11-JUN-1997,1,1,INE790B01024,1
982,KDDL,KDDL Limited,EQ,23-MAR-2016,10,1,INE291D01011,10
983,KEC,KEC International Limited,EQ,10-MAR-2006,2,1,INE389H01022,2
984,KECL,Kirloskar Electric Company Limited,EQ,09-MAR-2010,10,1,INE134B01017,10
985,KEEPLEARN,DSJ Keep Learning Limited,BE,01-MAR-1995,1,1,INE055C01020,1
986,KEI,KEI Industries Limited,EQ,23-MAR-2006,2,1,INE878B01027,2
987,KELLTONTEC,Kellton Tech Solutions Limited,EQ,02-MAR-2016,5,1,INE164B01022,5
988,KERNEX,Kernex Microsystems (India) Limited,BE,20-DEC-2005,10,1,INE202H01019,10
989,KESORAMIND,Kesoram Industries Limited,BE,06-SEP-1995,10,1,INE087A01019,10
990,KEYFINSERV,Keynote Financial Services Limited,EQ,26-JUN-1996,10,1,INE681C01015,10
991,KFINTECH,Kfin Technologies Limited,EQ,29-DEC-2022,10,1,INE138Y01010,10
992,KHADIM,Khadim India Limited,EQ,14-NOV-2017,10,1,INE834I01025,10
993,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,EQ,30-OCT-2020,1,1,INE745B01028,1
994,KHAITANLTD,Khaitan (India) Limited,EQ,20-DEC-1995,10,1,INE731C01018,10
995,KHANDSE,Khandwala Securities Limited,EQ,07-FEB-2001,10,1,INE060B01014,10
996,KICL,Kalyani Investment Company Limited,EQ,14-JAN-2011,10,1,INE029L01018,10
997,KILITCH,Kilitch Drugs (India) Limited,EQ,29-SEP-2010,10,1,INE729D01010,10
998,KIMS,Krishna Institute of Medical Sciences Limited,EQ,28-JUN-2021,2,1,INE967H01025,2
999,KINGFA,Kingfa Science & Technology (India) Limited,EQ,15-NOV-2016,10,1,INE473D01015,10
1000,KIOCL,KIOCL Limited,EQ,29-NOV-2016,10,1,INE880L01014,10
1001,KIRIINDUS,Kiri Industries Limited,EQ,22-APR-2008,10,1,INE415I01015,10
1002,KIRLOSBROS,Kirloskar Brothers Limited,EQ,20-APR-2010,2,1,INE732A01036,2
1003,KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-DEC-2010,2,1,INE146L01010,2
1004,KIRLOSIND,Kirloskar Industries Limited,EQ,24-JUN-2010,10,1,INE250A01039,10
1005,KIRLPNU,Kirloskar Pneumatic Company Limited,EQ,26-APR-2023,2,1,INE811A01020,2
1006,KITEX,Kitex Garments Limited,EQ,25-SEP-2012,1,1,INE602G01020,1
1007,KKCL,Kewal Kiran Clothing Limited,EQ,13-APR-2006,10,1,INE401H01017,10
1008,KMEW,Knowledge Marine & Engineering Works Limited,EQ,14-NOV-2024,10,1,INE0CJD01011,10
1009,KMSUGAR,K.M.Sugar Mills Limited,EQ,31-MAY-2007,2,1,INE157H01023,2
1010,KNRCON,KNR Constructions Limited,EQ,18-FEB-2008,2,1,INE634I01029,2
1011,KOHINOOR,Kohinoor Foods Limited,EQ,20-OCT-1999,10,1,INE080B01012,10
1012,KOKUYOCMLN,Kokuyo Camlin Limited,EQ,28-JUL-2008,1,1,INE760A01029,1
1013,KOLTEPATIL,Kolte - Patil Developers Limited,EQ,13-DEC-2007,10,1,INE094I01018,10
1014,KOPRAN,Kopran Limited,EQ,09-JUN-1999,10,1,INE082A01010,10
1015,KOTAKBANK,Kotak Mahindra Bank Limited,EQ,20-DEC-1995,5,1,INE237A01028,5
1016,KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,13-DEC-2004,10,1,INE419A01022,10
1017,KOTHARIPET,Kothari Petrochemicals Limited,EQ,02-NOV-1996,10,1,INE720A01015,10
1018,KOTHARIPRO,Kothari Products Limited,BE,03-JUN-1998,10,1,INE823A01017,10
1019,KPEL,K.P. Energy Limited,EQ,14-NOV-2024,5,1,INE127T01021,5
1020,KPIGREEN,KPI Green Energy Limited,EQ,27-JUL-2021,5,1,INE542W01025,5
1021,KPIL,Kalpataru Projects International Limited,EQ,15-DEC-2000,2,1,INE220B01022,2
1022,KPITTECH,KPIT Technologies Limited,EQ,22-APR-2019,10,1,INE04I401011,10
1023,KPRMILL,K.P.R. Mill Limited,EQ,28-AUG-2007,1,1,INE930H01031,1
1024,KRBL,KRBL Limited,EQ,21-JAN-2002,1,1,INE001B01026,1
1025,KREBSBIO,Krebs Biochemicals and Industries Limited,BE,03-JAN-1996,10,1,INE268B01013,10
1026,KRIDHANINF,Kridhan Infra Limited,BE,11-DEC-2015,2,1,INE524L01026,2
1027,KRISHANA,Krishana Phoschem Limited,EQ,22-AUG-2019,10,1,INE506W01012,10
1028,KRITI,Kriti Industries (India) Limited,EQ,01-NOV-2021,1,1,INE479D01038,1
1029,KRITIKA,Kritika Wires Limited,BE,04-MAY-2022,2,1,INE00Z501029,2
1030,KRITINUT,Kriti Nutrients Limited,EQ,07-OCT-2022,1,1,INE798K01010,1
1031,KRN,KRN Heat Exchanger and Refrigeration Limited,EQ,03-OCT-2024,10,1,INE0Q3J01015,10
1032,KRONOX,Kronox Lab Sciences Limited,EQ,10-JUN-2024,10,1,INE0ATZ01017,10
1033,KROSS,Kross Limited,EQ,16-SEP-2024,5,1,INE0O6601022,5
1034,KRSNAA,Krsnaa Diagnostics Limited,EQ,16-AUG-2021,5,1,INE08LI01020,5
1035,KRYSTAL,Krystal Integrated Services Limited,EQ,21-MAR-2024,10,1,INE0QN801017,10
1036,KSB,Ksb Limited,EQ,08-FEB-1995,2,1,INE999A01023,2
1037,KSCL,Kaveri Seed Company Limited,EQ,04-OCT-2007,2,1,INE455I01029,2
1038,KSHITIJPOL,Kshitij Polyline Limited,BE,27-JUL-2022,2,1,INE013801027,2
1039,KSL,Kalyani Steels Limited,EQ,19-MAY-2010,5,1,INE907A01026,5
1040,KSOLVES,Ksolves India Limited,EQ,23-SEP-2022,5,1,INE0D6I01023,5
1041,KTKBANK,The Karnataka Bank Limited,EQ,10-MAY-2000,10,1,INE614B01018,10
1042,KUANTUM,Kuantum Papers Limited,EQ,23-OCT-2019,1,1,INE529I01021,1
1043,LAGNAM,Lagnam Spintex Limited,EQ,30-SEP-2021,10,1,INE548Z01017,10
1044,LAKPRE,Lakshmi Precision Screws Limited,BZ,26-SEP-2006,10,1,INE651C01018,10
1045,LAL,Lorenzini Apparels Limited,BE,10-APR-2023,1,1,INE740X01023,1
1046,LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-DEC-2015,10,1,INE600L01024,10
1047,LAMBODHARA,Lambodhara Textiles Limited,BE,04-FEB-2015,5,1,INE112F01022,5
1048,LANCORHOL,Lancor Holdings Limited,EQ,12-MAR-2024,2,1,INE572G01025,2
1049,LANDMARK,Landmark Cars Limited,EQ,23-DEC-2022,5,1,INE559R01029,5
1050,LAOPALA,La Opala RG Limited,EQ,16-MAR-2007,2,1,INE059D01020,2
1051,LASA,Lasa Supergenerics Limited,EQ,21-SEP-2017,10,1,INE670X01014,10
1052,LATENTVIEW,Latent View Analytics Limited,EQ,23-NOV-2021,1,1,INE0I7C01011,1
1053,LATTEYS,Latteys Industries Limited,BE,23-MAY-2023,2,1,INE262Z01023,2
1054,LAURUSLABS,Laurus Labs Limited,EQ,19-DEC-2016,2,1,INE947Q01028,2
1055,LAXMICOT,Laxmi Cotspin Limited,EQ,12-NOV-2021,10,1,INE801V01019,10
1056,LAXMIDENTL,Laxmi Dental Limited,EQ,20-JAN-2025,2,1,INE0WO601020,2
1057,LCCINFOTEC,LCC Infotech Limited,BE,02-MAR-2000,2,1,INE938A01021,2
1058,LEMONTREE,Lemon Tree Hotels Limited,EQ,09-APR-2018,10,1,INE970X01018,10
1059,LEXUS,Lexus Granito (India) Limited,EQ,13-MAR-2023,10,1,INE500X01013,10
1060,LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,15-APR-2015,10,1,INE850E01012,10
1061,LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-MAR-2010,10,1,INE337A01034,10
1062,LGHL,Laxmi Goldorna House Limited,BE,10-NOV-2023,10,1,INE258Y01016,10
1063,LIBAS,Libas Consumer Products Limited,EQ,23-JUL-2019,10,1,INE908V01012,10
1064,LIBERTSHOE,Liberty Shoes Limited,EQ,27-SEP-1995,10,1,INE557B01019,10
1065,LICHSGFIN,LIC Housing Finance Limited,EQ,29-JUL-1998,2,1,INE115A01026,2
1066,LICI,Life Insurance Corporation Of India,EQ,17-MAY-2022,10,1,INE0J1Y01017,10
1067,LIKHITHA,Likhitha Infrastructure Limited,EQ,15-OCT-2020,5,1,INE060901027,5
1068,LINC,Linc Limited,EQ,09-MAR-2015,5,1,INE802B01027,5
1069,LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-DEC-2015,10,1,INE405C01035,10
1070,LINDEINDIA,Linde India Limited,EQ,16-JUN-1999,10,1,INE473A01011,10
1071,LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,18-JUL-2016,1,1,INE093R01011,1
1072,LLOYDSENT,Lloyds Enterprises Limited,EQ,17-OCT-2024,1,1,INE080I01025,1
1073,LLOYDSME,Lloyds Metals And Energy Limited,EQ,17-JUL-2023,1,1,INE281B01032,1
1074,LMW,LMW Limited,EQ,29-MAR-1995,10,1,INE269B01029,10
1075,LODHA,Macrotech Developers Limited,EQ,19-APR-2021,10,1,INE670K01029,10
1076,LOKESHMACH,Lokesh Machines Limited,BE,05-MAY-2006,10,1,INE397H01017,10
1077,LORDSCHLO,Lords Chloro Alkali Limited,BE,28-AUG-2023,10,1,INE846D01012,10
1078,LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,11-JUL-2008,10,1,INE947I01017,10
1079,LOVABLE,Lovable Lingerie Limited,EQ,24-MAR-2011,10,1,INE597L01014,10
1080,LOYALTEX,Loyal Textile Mills Limited,BE,11-AUG-2022,10,1,INE970D01010,10
1081,LPDC,Landmark Property Development Company Limited,BE,12-AUG-2008,1,1,INE197J01017,1
1082,LT,Larsen & Toubro Limited,EQ,23-JUN-2004,2,1,INE018A01030,2
1083,LTF,L&T Finance Limited,EQ,12-AUG-2011,10,1,INE498L01015,10
1084,LTFOODS,LT Foods Limited,EQ,18-DEC-2006,1,1,INE818H01020,1
1085,LTIM,LTIMindtree Limited,EQ,21-JUL-2016,1,1,INE214T01019,1
1086,LTTS,L&T Technology Services Limited,EQ,23-SEP-2016,2,1,INE010V01017,2
1087,LUMAXIND,Lumax Industries Limited,EQ,06-SEP-1995,10,1,INE162B01018,10
1088,LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-JAN-2007,2,1,INE872H01027,2
1089,LUPIN,Lupin Limited,EQ,10-SEP-2001,2,1,INE326A01037,2
1090,LUXIND,Lux Industries Limited,EQ,30-NOV-2015,2,1,INE150G01020,2
1091,LXCHEM,Laxmi Organic Industries Limited,EQ,25-MAR-2021,2,1,INE576O01020,2
1092,LYKALABS,Lyka Labs Limited,EQ,08-FEB-1995,10,1,INE933A01014,10
1093,LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-NOV-2013,10,1,INE142K01011,10
1094,M&M,Mahindra & Mahindra Limited,EQ,03-JAN-1996,5,1,INE101A01026,5
1095,M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,2,1,INE774D01024,2
1096,MAANALU,Maan Aluminium Limited,BE,22-OCT-2007,5,1,INE215I01027,5
1097,MACPOWER,Macpower CNC Machines Limited,BE,19-AUG-2020,10,1,INE155Z01011,10
1098,MADHAV,Madhav Marbles and Granites Limited,EQ,20-DEC-2007,10,1,INE925C01016,10
1099,MADHUCON,Madhucon Projects Limited,EQ,05-OCT-2006,1,1,INE378D01032,1
1100,MADRASFERT,Madras Fertilizers Limited,EQ,25-JUL-1997,10,1,INE414A01015,10
1101,MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE347W01011,10
1102,MAGNUM,Magnum Ventures Limited,EQ,20-SEP-2007,10,1,INE387I01016,10
1103,MAHABANK,Bank of Maharashtra,EQ,12-APR-2004,10,1,INE457A01014,10
1104,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,21-JAN-1998,10,1,INE843B01013,10
1105,MAHASTEEL,Mahamaya Steel Industries Limited,BE,01-JUL-2016,10,1,INE451L01014,10
1106,MAHEPC,Mahindra EPC Irrigation Limited,BE,14-FEB-2020,10,1,INE215D01010,10
1107,MAHESHWARI,Maheshwari Logistics Limited,EQ,15-APR-2019,10,1,INE263W01010,10
1108,MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10-MAY-2000,10,1,INE813A01018,10
1109,MAHLOG,Mahindra Logistics Limited,EQ,10-NOV-2017,10,1,INE766P01016,10
1110,MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-FEB-1995,10,1,INE288A01013,10
1111,MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-AUG-2004,5,1,INE271B01025,5
1112,MAITHANALL,Maithan Alloys Limited,EQ,05-JUL-2011,10,1,INE683C01011,10
1113,MALLCOM,Mallcom (India) Limited,EQ,02-FEB-2022,10,1,INE389C01015,10
1114,MALUPAPER,Malu Paper Mills Limited,EQ,05-APR-2006,10,1,INE383H01017,10
1115,MAMATA,Mamata Machinery Limited,EQ,27-DEC-2024,10,1,INE0TO701015,10
1116,MANAKALUCO,Manaksia Aluminium Company Limited,EQ,30-MAR-2015,1,1,INE859Q01017,1
1117,MANAKCOAT,Manaksia Coated Metals & Industries Limited,BE,30-MAR-2015,1,1,INE830Q01018,1
1118,MANAKSIA,Manaksia Limited,EQ,08-JAN-2008,2,1,INE015D01022,2
1119,MANAKSTEEL,Manaksia Steels Limited,EQ,30-MAR-2015,1,1,INE824Q01011,1
1120,MANALIPETC,Manali Petrochemicals Limited,EQ,06-DEC-2006,5,1,INE201A01024,5
1121,MANAPPURAM,Manappuram Finance Limited,EQ,01-DEC-2014,2,1,INE522D01027,2
1122,MANBA,Manba Finance Limited,EQ,30-SEP-2024,10,1,INE939X01013,10
1123,MANCREDIT,Mangal Credit and Fincorp Limited,EQ,16-AUG-2024,10,1,INE545L01039,10
1124,MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-MAY-2005,10,1,INE584F01014,10
1125,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,EQ,22-OCT-2007,10,1,INE558B01017,10
1126,MANGLMCEM,Mangalam Cement Limited,EQ,03-JAN-1996,10,1,INE347A01017,10
1127,MANINDS,Man Industries (India) Limited,EQ,24-JUN-2005,5,1,INE993A01026,5
1128,MANINFRA,Man Infraconstruction Limited,EQ,11-MAR-2010,2,1,INE949H01023,2
1129,MANKIND,Mankind Pharma Limited,EQ,09-MAY-2023,1,1,INE634S01028,1
1130,MANOMAY,Manomay Tex India Limited,EQ,18-JAN-2023,10,1,INE784W01015,10
1131,MANORAMA,Manorama Industries Limited,EQ,01-JUL-2022,2,1,INE00VM01036,2
1132,MANORG,Mangalam Organics Limited,EQ,02-NOV-2021,10,1,INE370D01013,10
1133,MANUGRAPH,Manugraph India Limited,EQ,14-SEP-2006,2,1,INE867A01022,2
1134,MANYAVAR,Vedant Fashions Limited,EQ,16-FEB-2022,1,1,INE825V01034,1
1135,MAPMYINDIA,C.E. Info Systems Limited,EQ,21-DEC-2021,2,1,INE0BV301023,2
1136,MARALOVER,Maral Overseas Limited,EQ,08-FEB-1995,10,1,INE882A01013,10
1137,MARATHON,Marathon Nextgen Realty Limited,EQ,29-SEP-2016,5,1,INE182D01020,5
1138,MARICO,Marico Limited,EQ,01-MAY-1996,1,1,INE196A01026,1
1139,MARINE,Marine Electricals (India) Limited,BE,02-DEC-2020,2,1,INE01JE01028,2
1140,MARKSANS,Marksans Pharma Limited,EQ,21-JAN-2002,1,1,INE750C01026,1
1141,MARSHALL,Marshall Machines Limited,BE,22-NOV-2021,10,1,INE00SZ01018,10
1142,MARUTI,Maruti Suzuki India Limited,EQ,09-JUL-2003,5,1,INE585B01010,5
1143,MASFIN,MAS Financial Services Limited,EQ,18-OCT-2017,10,1,INE348L01012,10
1144,MASKINVEST,Mask Investments Limited,BE,14-OCT-2016,10,1,INE885F01015,10
1145,MASTEK,Mastek Limited,EQ,10-MAY-1995,5,1,INE759A01021,5
1146,MASTERTR,Master Trust Limited,EQ,12-NOV-2024,1,1,INE677D01037,1
1147,MATRIMONY,Matrimony.Com Limited,EQ,21-SEP-2017,5,1,INE866R01028,5
1148,MAWANASUG,Mawana Sugars Limited,EQ,20-MAR-2009,10,1,INE636A01039,10
